transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_price,cost_price,profit
74317,2023-04-23,14:23:50,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
74318,2023-04-23,14:25:15,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,1.75,1.5
74319,2023-04-23,14:25:15,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
74320,2023-04-23,14:27:06,1,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,2.0999999999999996,0.9000000000000004
74321,2023-04-23,14:27:18,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
74322,2023-04-23,14:27:18,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2.275,0.9750000000000001
74323,2023-04-23,14:28:03,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
74324,2023-04-23,14:29:27,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
74325,2023-04-23,14:29:48,3,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,7.5,1.75,2.25
74326,2023-04-23,14:32:42,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
74327,2023-04-23,14:33:05,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,1.75,0.75
74328,2023-04-23,14:35:09,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
74329,2023-04-23,14:35:09,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
74330,2023-04-23,14:37:32,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,1.7849999999999997,1.5300000000000002
74331,2023-04-23,14:39:15,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75,2.625,1.125
74332,2023-04-23,14:41:22,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,1.75,0.75
74333,2023-04-23,14:41:31,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,1.75,0.75
74334,2023-04-23,14:41:31,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2.625,1.125
74335,2023-04-23,14:41:39,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
74336,2023-04-23,14:47:15,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
74337,2023-04-23,14:47:51,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,2.4499999999999997,2.1000000000000005
74338,2023-04-23,14:48:40,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,2.0999999999999996,0.9000000000000004
74339,2023-04-23,14:50:04,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,2.0999999999999996,0.9000000000000004
74340,2023-04-23,14:51:49,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
74341,2023-04-23,14:57:40,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,1.7849999999999997,0.7650000000000001
74342,2023-04-23,14:59:13,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2.9749999999999996,1.2750000000000004
74343,2023-04-23,15:04:39,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2.17,1.8600000000000003
74344,2023-04-23,15:04:42,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,3.75,2.625,1.125
74345,2023-04-23,15:06:01,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2.9749999999999996,1.2750000000000004
74346,2023-04-23,15:07:46,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2.625,1.125
74347,2023-04-23,15:07:58,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,1.75,1.5
74348,2023-04-23,15:08:46,3,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,7.5,1.75,2.25
74349,2023-04-23,15:08:46,1,5,Lower Manhattan,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai,9.5,6.6499999999999995,2.8500000000000005
74350,2023-04-23,15:12:34,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,1.75,0.75
74351,2023-04-23,15:15:21,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2.9749999999999996,1.2750000000000004
74352,2023-04-23,15:15:21,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
74353,2023-04-23,15:18:09,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,2.0999999999999996,1.8000000000000007
74354,2023-04-23,15:20:08,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,1.75,0.75
74355,2023-04-23,15:24:12,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,1.54,0.6600000000000001
74356,2023-04-23,15:27:09,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,2.0999999999999996,1.8000000000000007
74357,2023-04-23,15:27:53,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
74358,2023-04-23,15:31:23,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,2.0999999999999996,1.8000000000000007
74359,2023-04-23,15:32:28,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,1.75,0.75
74360,2023-04-23,15:33:38,3,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,14.25,3.3249999999999997,4.275
74361,2023-04-23,15:33:54,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,1.715,1.4700000000000002
74362,2023-04-23,15:34:05,3,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,11.25,2.625,3.375
74363,2023-04-23,15:34:05,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,1.6,0.5599999999999999,0.4800000000000002
74364,2023-04-23,15:34:34,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,1.75,1.5
74365,2023-04-23,15:36:25,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,1.75,0.75
74366,2023-04-23,15:36:25,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2.625,1.125
74367,2023-04-23,15:37:26,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
74368,2023-04-23,15:42:31,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2.9749999999999996,1.2750000000000004
74369,2023-04-23,15:42:31,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,2.0999999999999996,0.9000000000000004
74370,2023-04-23,15:43:35,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,2.9749999999999996,2.5500000000000007
74371,2023-04-23,15:43:35,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Caramel syrup,0.8,0.5599999999999999,0.2400000000000001
74372,2023-04-23,15:44:12,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,1.75,0.75
74373,2023-04-23,15:44:47,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,1.75,0.75
74374,2023-04-23,15:44:47,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,3.15,1.35
74375,2023-04-23,15:47:26,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,2.0999999999999996,0.9000000000000004
74376,2023-04-23,15:47:27,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,2.0999999999999996,0.9000000000000004
74377,2023-04-23,15:50:56,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,2.0999999999999996,0.9000000000000004
74378,2023-04-23,15:52:38,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,1.7849999999999997,0.7650000000000001
74379,2023-04-23,15:52:56,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,2.4499999999999997,2.1000000000000005
74380,2023-04-23,15:54:10,3,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,7.5,1.75,2.25
74381,2023-04-23,15:54:41,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,1.75,0.75
74382,2023-04-23,15:54:41,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2.275,0.9750000000000001
74383,2023-04-23,15:55:20,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
74384,2023-04-23,15:56:08,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2.17,1.8600000000000003
74385,2023-04-23,15:57:29,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,2.4499999999999997,1.0500000000000003
74386,2023-04-23,15:58:00,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,1.75,0.75
74387,2023-04-23,16:01:31,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
74388,2023-04-23,16:01:47,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,1.75,1.5
74389,2023-04-23,16:01:48,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,2.0999999999999996,1.8000000000000007
74390,2023-04-23,16:02:33,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,2.0999999999999996,1.8000000000000007
74391,2023-04-23,16:04:28,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,1.75,0.75
74392,2023-04-23,16:09:07,3,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,7.5,1.75,2.25
74393,2023-04-23,16:09:11,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2.9749999999999996,2.5500000000000007
74394,2023-04-23,16:13:52,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
74395,2023-04-23,16:15:22,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,2.0999999999999996,1.8000000000000007
74396,2023-04-23,16:16:06,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,3.15,1.35
74397,2023-04-23,16:16:06,1,5,Lower Manhattan,15,9.25,Loose Tea,Green tea,Serenity Green Tea,9.25,6.475,2.7750000000000004
74398,2023-04-23,16:18:00,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2.17,1.8600000000000003
74399,2023-04-23,16:21:25,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,1.75,1.5
74400,2023-04-23,16:24:02,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
74401,2023-04-23,16:25:29,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,2.0999999999999996,1.8000000000000007
74402,2023-04-23,16:26:25,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,1.4,0.6000000000000001
74403,2023-04-23,16:26:25,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,3.15,1.35
74404,2023-04-23,16:27:20,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,2.8,2.4000000000000004
74405,2023-04-23,16:31:38,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,2.0999999999999996,1.8000000000000007
74406,2023-04-23,16:35:34,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2.0999999999999996,0.9000000000000004
74407,2023-04-23,16:36:39,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,2.0999999999999996,0.9000000000000004
74408,2023-04-23,16:42:35,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
74409,2023-04-23,16:43:10,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,2.0999999999999996,0.9000000000000004
74410,2023-04-23,16:43:59,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
74411,2023-04-23,16:44:04,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,2.0999999999999996,1.8000000000000007
74412,2023-04-23,16:45:46,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2.0999999999999996,0.9000000000000004
74413,2023-04-23,16:46:31,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,2.4499999999999997,2.1000000000000005
74414,2023-04-23,16:46:43,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
74415,2023-04-23,16:48:23,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,3.15,2.7
74416,2023-04-23,16:49:52,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
74417,2023-04-23,16:50:53,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,2.17,1.8600000000000003
74418,2023-04-23,16:51:22,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,2.0999999999999996,0.9000000000000004
74419,2023-04-23,16:54:01,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,6.0,2.0999999999999996,1.8000000000000007
74420,2023-04-23,16:54:01,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Caramel syrup,1.6,0.5599999999999999,0.4800000000000002
74421,2023-04-23,16:55:13,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,2.625,1.125
74422,2023-04-23,16:55:27,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,2.625,1.125
74423,2023-04-23,16:56:17,3,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,9.0,2.0999999999999996,2.700000000000001
74424,2023-04-23,16:56:48,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
74425,2023-04-23,16:57:56,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
74426,2023-04-23,16:59:11,1,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,2.0999999999999996,0.9000000000000004
74427,2023-04-23,16:59:16,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,1.715,0.7350000000000001
74428,2023-04-23,16:59:36,3,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,9.0,2.0999999999999996,2.700000000000001
74429,2023-04-23,17:03:27,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,1.75,1.5
74430,2023-04-23,17:03:27,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,2.4499999999999997,1.0500000000000003
74431,2023-04-23,17:03:58,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,1.75,0.75
74432,2023-04-23,17:06:34,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,1.75,0.75
74433,2023-04-23,17:07:27,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,2.0999999999999996,0.9000000000000004
74434,2023-04-23,17:07:27,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2.275,0.9750000000000001
74435,2023-04-23,17:07:34,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,1.75,1.5
74436,2023-04-23,17:07:38,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,2.275,0.9750000000000001
74437,2023-04-23,17:08:34,3,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,11.25,2.625,3.375
74438,2023-04-23,17:08:41,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,2.0999999999999996,1.8000000000000007
74439,2023-04-23,17:09:09,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,1.75,0.75
74440,2023-04-23,17:10:01,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,2.625,2.25
74441,2023-04-23,17:10:45,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,2.4499999999999997,1.0500000000000003
74442,2023-04-23,17:11:37,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,1.75,1.5
74443,2023-04-23,17:13:40,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
74444,2023-04-23,17:16:21,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,1.54,0.6600000000000001
74445,2023-04-23,17:17:42,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,2.0999999999999996,0.9000000000000004
74446,2023-04-23,17:22:34,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,2.9749999999999996,2.5500000000000007
74447,2023-04-23,17:22:34,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6,0.5599999999999999,0.4800000000000002
74448,2023-04-23,17:23:11,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,2.0999999999999996,0.9000000000000004
74449,2023-04-23,17:28:37,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,1.75,1.5
74450,2023-04-23,17:31:11,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,2.625,2.25
74451,2023-04-23,17:31:11,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2.625,1.125
74452,2023-04-23,17:32:12,3,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,12.75,2.9749999999999996,3.825000000000001
74453,2023-04-23,17:32:12,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,0.8,0.5599999999999999,0.2400000000000001
74454,2023-04-23,17:34:31,3,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,7.5,1.75,2.25
74455,2023-04-23,17:40:27,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,2.0999999999999996,0.9000000000000004
74456,2023-04-23,17:40:27,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
74457,2023-04-23,17:44:25,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2.9749999999999996,1.2750000000000004
74458,2023-04-23,17:44:25,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2.625,1.125
74459,2023-04-23,17:44:32,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,2.625,2.25
74460,2023-04-23,17:45:49,3,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,7.5,1.75,2.25
74461,2023-04-23,17:45:56,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,2.0999999999999996,0.9000000000000004
74462,2023-04-23,17:49:08,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,1.75,0.75
74463,2023-04-23,17:49:08,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
74464,2023-04-23,17:50:44,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,2.9749999999999996,1.2750000000000004
74465,2023-04-23,17:50:44,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
74466,2023-04-23,17:52:08,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2.625,2.25
74467,2023-04-23,17:52:11,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,3.3249999999999997,2.8500000000000005
74468,2023-04-23,17:52:12,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,1.75,1.5
74469,2023-04-23,17:52:12,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25,2.275,0.9750000000000001
74470,2023-04-23,17:52:29,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,1.75,1.5
74471,2023-04-23,17:53:05,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,1.75,1.5
74472,2023-04-23,17:55:08,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2.0999999999999996,0.9000000000000004
74473,2023-04-23,17:55:08,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2.625,1.125
74474,2023-04-23,18:00:15,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,2.8,1.2000000000000002
74475,2023-04-23,18:00:26,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,2.0999999999999996,1.8000000000000007
74476,2023-04-23,18:03:22,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,2.0999999999999996,0.9000000000000004
74477,2023-04-23,18:04:31,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,1.75,0.75
74478,2023-04-23,18:05:26,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,1.75,1.5
74479,2023-04-23,18:05:56,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,1.75,1.5
74480,2023-04-23,18:06:51,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2.625,2.25
74481,2023-04-23,18:06:53,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,2.625,2.25
74482,2023-04-23,18:06:53,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2.625,1.125
74483,2023-04-23,18:11:09,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,1.54,1.3200000000000003
74484,2023-04-23,18:13:31,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,2.9749999999999996,1.2750000000000004
74485,2023-04-23,18:14:25,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,2.8,2.4000000000000004
74486,2023-04-23,18:15:12,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
74487,2023-04-23,18:16:05,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,1.4,0.6000000000000001
74488,2023-04-23,18:17:22,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,2.4499999999999997,1.0500000000000003
74489,2023-04-23,18:17:39,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,2.4499999999999997,2.1000000000000005
74490,2023-04-23,18:17:39,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75,2.625,1.125
74491,2023-04-23,18:18:18,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,2.625,1.125
74492,2023-04-23,18:19:42,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,2.0999999999999996,1.8000000000000007
74493,2023-04-23,18:19:42,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
74494,2023-04-23,18:19:51,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7.5,2.625,2.25
74495,2023-04-23,18:21:45,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,2.0999999999999996,1.8000000000000007
74496,2023-04-23,18:21:45,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,2.625,1.125
74497,2023-04-23,18:22:05,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,2.0999999999999996,1.8000000000000007
74498,2023-04-23,18:22:05,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,2.275,0.9750000000000001
74499,2023-04-23,18:24:00,3,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,7.3500000000000005,1.715,2.205
74500,2023-04-23,18:24:47,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,2.8,2.4000000000000004
